unit	doc_id	source	page	signals	snippet
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	279	2	**Spherical Suspension Inequality.** Let  $\underline{X}_0 \subset S^{n-1} \subset S^n$  be a smooth convex do
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	280	3	outside  $P_-$  and  $P_+$  can't be greater than that of  $S^{n-1}$ ,  $$\inf_{s \in S \setminus (P_- \cup P_
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	282	2	Then, assuming  $n = \dim X \leq 8$ , there exists a smooth compact hypersurface  $Y \subset X$  with boundary
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	285	4	*Example.* Let  $X$  be homeomorphic to  $S_\chi \times S^1$ , where  $S_\chi$  is a closed connected orientab
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	286	2	since no function  $\varphi > 0$  can have negative second derivative.  *Manifolds with Spines.* Let us now tu
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	290	3	3. **SYS-Manifolds.** The most challenging for the Dirac operator methods is Schoen-Yau's proof of non-existen
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	291	2	for  $\sigma = \inf_{x \in X} Sc(X, x)$ , but in fact, that  $$Rad_{S^n}(Sc(X) \cdot X) \leq \sqrt{n(n-1)} = R
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	293	2	2.  $\wedge^2$ -Hypersphericity of  $\tilde{X}$ . Here, never mind odd  $n$ , one uses the relative index theo
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	294	3	### 6.1.2 On Positivity of $-\Delta + \text{const} \cdot Sc$ , Kato's Inequality and Feynman-Kac Formula  1. *
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	296	3	6. *Example.* Let  $X$  be a compact orientable Riemannian  $n$ -manifold, which admits a distance (or area) d
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	298	2	Let  $X$  be a complete orientable spin Riemannian manifold, such that  $Sc(X) \geq 0$ . Let  $f : X \rightarr
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	299	4	*Problem.* Find relations between the  $K$ -cowaists<sub>2</sub> and between *max*-scalar curvatures of  $P$ ,
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	301	2	Namely, we add the following extra structure to  $\mathcal{S}_*$ :  (A) the action of the Dirac operator  $\ma
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	303	4	• I *Monodromy Invariance of  $L_S$* . The bundle  $L_S \rightarrow S$ , where  $S$  is isometric to the fiber
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	304	2	where  $\mathbf{1} : L \rightarrow L$  is the identity endomorphism () and  $\|\dots\|$  denotes the norm.  No
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	311	2	in [B](#) of section 6.3.2) will be bounded by the curvature of the connection  $\underline{\nabla}$  on  $P \
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	312	3	non-complete manifolds  $Q$  and  $X$  and/or manifolds in (a) and compact manifolds  $Q$  with boundaries in 
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	313	2	### 6.4.3 Spin Harmonic Area of Fibrations With Riemannian Symmetric Fibers  Let  $S$  be a complete Riemannia
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	315	2	This  $\nabla_{\mathcal{L}}^\perp$  can be (obviously but non-uniquely) extended to an actual (non-flat) conne
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	317	3	where the relation  $\mathcal{L}_{i-1} < \mathcal{L}_i$  signifies that  $\mathcal{L}_i$  refines  $\mathcal{L
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	318	2	*Principal Example.* [Con(cyclic cohomology) 1986] Let  $$G = GL(k) \text{ and } S = GL(k)/O(k)$$  and let us
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	320	8	*Generalizations.* Much of the above (1) - (6) applies to foliations with monodromy groups  $G$  not necessari
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	321	3	*Geometric Example.* Let  $(Y, g)$  be a Riemannian manifold and let  $P_Y \rightarrow Y$  be the fibration, w
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	322	2	**Conjecture 1** The bundle of spinors on  $P$  twisted with some tensorial power of the bundle  $F^*(L) \righ
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	323	2	subbundle  $T(\mathcal{L}) \subset T(X)$  and let us lift the splitting  $T(X) = T(\mathcal{L}) \oplus T^\perp
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	329	3	degeneration of cubes.e.g. gluing two faces of the same cube, is offset by possibility of unlimited subdivisio
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	330	4	Let moreover,  $D \subset \mathbb{R}_+^N$ , where the  $N$  Euclidean coordinates are associated with the face
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	331	2	*Proof of (b)* Assume  $X$  bounds an orientable  $(n+1)$ -manifold  $V$  (otherwise take the connected sum of
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	334	2	Namely,  there exist cobordisms  $W_i = W_{\alpha_i, \beta_i} = W_{U, \alpha_i, \beta_i}$ , which are pseudoma
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	335	4	*Conjecturally,* the basic properties of minimal subvarieties of all codimensions extend to these spaces, wher
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	336	3	based on small, say of radii  $\frac{\varepsilon}{10}$ , spheres in  $X_1$  and  $X_2$  around  $x_1$  and  $x
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	342	5	(i) there exists a proper (boundary to boundary) 1-Lipschitz map of odd degree<sup>439</sup>  $X' \rightarrow 
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	343	3	is increasing under (globally) *non-one-to-one* locally expanding maps between solids. (This monotonicity may 
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	344	4	of  $\partial_{side}$  over  $\Theta = \partial S$  are related to the multi-spread  $\tilde{\square}$  of the
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	345	2	then the map  $f$  can't be (globally) Lipschitz.  Moreover,  there exist sequences of points  $x_i, y_i \in X
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	348	3	(Probably, there are similar bounds for the waists of these manifolds:  $$\frac{1}{\text{const}_n} \prod_{k=1}
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	351	2	Equivalently,  $\Psi$  defines a function on  $H_*(\mathcal{F})$ , call it  $$\Psi_* : H_*(\mathcal{F}) \right
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	354	2	*Exercise.* Extend all  $5d$ -results from section 3.10.3 to  $(5 + m - 1)$ -manifolds  $X$ , which admit maps
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	355	2	[Atiyah(global) 1969] M. F. Atiyah. Global theory of elliptic s. InProc. of the Int. Symposium onFunctional An
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	356	2	[Be-Be-Ma-Ma(deforming 3-manifolds) 2017] Laurent Bessières (IMB), Gérard Besson (IF), Sylvain Maillot (IMAG),
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	357	2	[Bu-Hu-Sey( $C^0$  symplectic) 2020] L. Buhovsky, V. Humilière, S. Seyfaddini, The action spectrum and  $C^0$ 
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	358	2	[Connes(survey of foliations) 1983] A. Connes *A survey of foliations and algebras*.  [Conww.alainconnes.org/d
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	359	2	[Ebert-Williams(infinite loop spaces) 2017] Johannes Ebert, Oscar Randal-Williams, *Infinite loop spaces and p
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	361	2	onlinelibrary.wiley.com/doi/abs/10.1111/j.1749-6632.1973.tb41445.x  [Geroch(relativity) 1975] R. Geroch *Gener
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	362	4	*conjecture, the group of volume preserving diffeomorphisms and Hilbert-Hadamard spaces* arXiv:1811.02086v3 [m
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	363	3	[Kasparov(elliptic) 1975] G. Kasparov, *Topological invariants of elliptic s*, I:K-homology, Izv. Akad. Nauk S
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	365	2	[Marques-Neves(min-max spheres in 3d) 2011] F. Marques, A. Neves *Rigidity of min-max minimal spheres in three
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	366	3	*Laplacian of spin manifolds.* Math. Ann. 281, 163-168 (1988).  [Pa-Ke-Pe(graphical tori) 2020] A. Pacheco, C.
curvature-scalar	01	lectures on Curvature 2025/Scalar-Jul-8-2021/lectures on Curvature 2025/Scalar-Jul-8-2021.md	368	4	[Su(foliations) 2018] G.Su, *Lower bounds of Lipschitz constants on foliations*. arXiv:1801.06967 [math.DG] <s 
isoperimetry	01	5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023/5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023.md	29	2	one can define  $\lambda_2$ , as  $$\lambda_2(X) = \frac{1}{2vol(X)} \inf_f \frac{\int_{X \times X} |f(x_1 - f
isoperimetry	01	5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023/5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023.md	54	2	$$ent(\mu^N - [\varepsilon]) = \liminf_{N \rightarrow \infty} \frac{1}{N} \log |\mu^N|_\varepsilon$$  and  $$e
isoperimetry	01	5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023/5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023.md	76	2	[Cabre2015]\* Xavier Cabre. Isoperimetric, Sobolev, and eigenvalue inequalities via the Alexandroff-Bakelman-P
isoperimetry	01	5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023/5  great theorems. lectures 2024 /Fall 2024 09.26/Isoperimery 2023.md	77	2	<https://arxiv.org/pdf/1712.02526.pdf>  [Miranda 2017]\* N. P. Miranda Optimal Mass Transport and Functional I
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	3	2	| 1.3.2 | Multiplicity of Molecules in chemistry and Coherent Granularity in Biology and of Programmed Macromo
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	5	3	**Higher Level Information Structres and Processes : Embryogenesis, Muscles-Brain Signalling, Minds and Langua
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	6	2	![](_page_5_Picture_22.jpeg)  Schematic DNA  **DNA.** 1-Dimensional Keeper of Digitally Stored Information.
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	9	2	Life is accompanied by death, but bacteria and certain line cells, e.g. immortalised tumor cells, are virtuall
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	10	2	the number of bacteria on Earth is estimated at  $10^{30}$  and where majority appear in more than  $10^{20}$ 
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	16	4	1. 8. Parasitism 2. 9. Superorganism 3. 10. Symbiosis  What are the major evolutionary innovations? Evolutiona
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	18	3	Imagine, for instance. you find a functional Watt-style engine on the icy surface of Enceladus – a small moon 
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	20	2	universe Neither there is a precise universally applicable concept of equivalence between partial definitions,
isoperimetry	02	isoperimetry  dec 2023/2024 lectures 1-4 life and cognition/isoperimetry  dec 2023/2024 lectures 1-4 life and cognition.md	21	3	Scientific mathematics (Condorcet, Malthus, Darwin, Poincaré, Turing, Thom. Vision of the "real world as descr
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	4	2	Thus  $(*) \Rightarrow (+)$  for toral varieties  $V$ . On the other hand one knows (see 2.4. and 3.3) that fo
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	9	2	1.5. *Kähler formulation of (\*\*).* Let us identify  $\mathbb{R}^{2n}$  with  $\mathbb{C}^n$  in the usual wa
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	11	2	1.6. *Mixed volumes.* Let us use notation  $y^I$  for the monomial  $y_1^{i_1} \dots y_k^{i_k}$ , where  $y = 
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	12	3	usual way into the sum of mixed volumes. For example,  $$\text{Vol}(Y_1+Y_2) = [(Y_1+Y_2)^n] = \sum_{i=0}^n b_
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	16	2	Thus the lemma for  $\Omega = \Omega' \wedge \omega'$  follows from the inductive assumption applied to the fo
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	18	4	**2.1.B. Corollary.** Let  $\omega_1, \dots, \omega_k$  be positive  $(1,1)$ -forms on  $\mathbb{C}^n$  and  $
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	29	2	(i) *Monotonicity of on the orbits* (compare §1). Let  $l \in L \setminus \{0\}$  and let  $l_t(v) \in V$  for
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	31	3	curve to touch the boundary of  $V$  from inside.  3.2.C<sub>3</sub> *Remark.* The Lemma remains valid for map
isoperimetry	03	isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds/isoperimetry  dec 2023/Convex+Kahler/Convex Sets - Kahler Manifolds.md	33	2	origin. Call a subset  $V \subset P^N$  *algebraic* if the corresponding cone  $CV \subset \mathbb{C}^{N+1}$  
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	19	2	$V_\circ$  are invariant under the orthogonal group  $O(n-1)$  of rotation around the  $\mathbf{0} \times \mat
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	28	2	*Examples.* (a) The segment  $[a, b]$  has  $\lambda_1 = 0$ ,  $$\lambda_2[a, b] = \frac{\pi^2}{(b-a)^2},$$  s
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	29	2	one can define  $\lambda_2$ , as  $$\lambda_2(X) = \frac{1}{2vol(X)} \inf_f \frac{\int_{X \times X} |f(x_1 - f
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	33	2	Since the minimum of the ratio  $$\min_f \frac{\int_X df^2}{\int f^2}$$  on functions in  $X$  normal to the c
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	44	2	and  $(n-2)$ -cycles  $Y' \subset B_z(\delta)$  bound  $(n-1)$ -chains  $X' \subset B_z(\delta)$  of volumes  
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	49	4	Then, for each  $i = 1, 2, \dots, \dim(X) - 1$ , every  $i$ -cycle of volume  $c \cdot \alpha$  bounds an  $(i
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	54	2	$$ent(\mu^N - [\varepsilon]) = \liminf_{N \rightarrow \infty} \frac{1}{N} \log |\mu^N|_\varepsilon$$  and  $$e
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	59	5	$$ent(P_J) + ent(P_{J^\perp}) = ent(\mu)$$  if and only if  $\mu^{\otimes 2}$  is  $z(J)$ - (or,equivalently
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	68	2	8.1 "Parallel" Mass Transport in Groups and Saloff-Coste bound on the Fölner-Vershik function  8.2 Kazhdan's
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	74	2	(b) If  $h$  is the (flat) Euclidean metric on  $\mathbb{R}^{n-1}$  and  $\varphi = \exp t$ , then  $$Sc(g) =
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	76	2	[Cabre2015]\* Xavier Cabre. Isoperimetric, Sobolev, and eigenvalue inequalities via the Alexandroff-Bakelman-P
isoperimetry	04	isoperimetry  dec 2023/Isoperimery-Dec-14-2023/isoperimetry  dec 2023/Isoperimery-Dec-14-2023.md	77	2	<https://arxiv.org/pdf/1712.02526.pdf>  [Miranda 2017]\* N. P. Miranda Optimal Mass Transport and Functional I
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	19	2	$V_\circ$  are invariant under the orthogonal group  $O(n-1)$  of rotation around the  $\mathbf{0} \times \mat
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	21	2	where it is immediate if  $f$  is the characteristic function  $\chi = \chi_A$  of a smooth domain  $A \subset
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	27	2	where  $S_x^{n-1} \subset T_x(X)$  is the tangent unit sphere of  $X$  at  $x$ ,  (b) Express the integrals  $
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	28	2	(b) **??? Spectra of Riemannian Products** One knows that the eigenvalues of  $-\Delta_{X \times Y}$  are the 
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	43	2	*Remark.* The condition  $\bullet_d$  with some  $d > 0$  is satisfied by all compact manifolds  $Z$  and also
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	45	2	*Remark.* The local-to-global principle is ubiquitous in the geometric measure theory, albeit it is rarely sta
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	48	4	(c) If  $X = X^\infty$  is an infinite dimensional Riemannian manifold that densely and isometrically contains
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	52	2	let  $\nu$  be a measure on the linear space  $X$ , and let  $Y$  be the linear dual to  $X$ . Then the functi
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	58	4	$$(\Delta) \quad |J_1 \cdot J_2|_{ent}(\mu) \leq \Delta_\mu(|J_1|_{ent}(\mu), |J_2|_{ent}(\mu)),$$  where  $\D
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	59	2	Let  $K$  be a finite or countable set, let  $X_k$ ,  $k \in K$ , be measure spaces, e.g.  $X_k = \mathbb{R}$ 
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	67	2	**8.1 "Parallel" Mass Transport in Groups and Saloff-Coste bound on the Fölner-Vershik function**  **8.2 Kazhd
isoperimetry	05	probability 2022-23/NY2023/Isoperimery-Dec 6 2023/probability 2022-23/NY2023/Isoperimery-Dec 6 2023.md	73	2	(b) If  $h$  is the (flat) Euclidean metric on  $\mathbb{R}^{n-1}$  and  $\varphi = \exp t$ , then  $$Sc(g) = 
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	4	6	"attachment" of  $Q$  to  $P$ , an abstract " $>$ " is meaningless, it must be implemented by a particular ope
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	7	3	with "nearly equal" atoms on  $subsets S_N \subset set(P)^N$ , that have cardinalities  $|S_N| \leq |set(P)|^N
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	8	5	This, applied to a  $(\varepsilon_N$ -homogeneous) Bernoulli approximation of a minimal/injective fan  $P_0 \r
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	9	5	of  $ent(f)$  by the convex combination of the entropies of the  $q$ -fibers  $P_q = f^{-1}(q) \subset P$ ,  $
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	12	6	It is unknown, in general, when there is such a continuous surjective (injective, bijective)  $\Gamma$ -equiva
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	16	2	Equivalently, "spectral entropy" can be defined as the (obviously unique) *unitary invariant extension* of Bol
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	17	5	*Unitary Symmetrization and Reduction.* Let  $d\mu$  be a Borel probability measure on the group  $U(S)$  of t
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	18	2	On the other hand, the Shannon inequality remains valid in the quantum case, where it is usually formulated as
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	20	2	Also observe that if  $P_1$  and  $P_2$  are sub-homogeneous states such that  $0^\perp(P_1) \subset 0^\perp(P
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	22	2	and let us call a vector  $s \in S_*$  *Bernoulli* for a density state  $A_*$  on  $S_*$ , if  $\log|A(s)|_* \
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	23	2	conclusion are invariant under equivalence  $A \sim A'$ . we may assume that  $U = 0^\perp(A)$  itself is cont
probability-nash-entropy	01	5  great theorems. lectures 2024 /Classical and Quantum Entropy/5  great theorems. lectures 2024 /Classical and Quantum Entropy.md	24	3	there is no problem with passing to limits since, obviously,  $\Psi$  are *concave* functions. However, most o
probability-nash-entropy	02	5  great theorems. lectures 2024 /entropy1/5  great theorems. lectures 2024 /entropy1.md	8	3	Given a (complex or real) Euclidian space  $S$ , where we are not tied up to a particular orthogonal basis for
